City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
348,Buin,-33.7333,-70.75,295.37,68,0,3.09,CL,clear sky
349,Beloha,-25.1667,45.05,296.76,93,18,2.39,MG,few clouds
350,Esmeraldas,-19.7625,-44.3139,293.15,94,75,3.6,BR,broken clouds
351,Airai,-8.9266,125.4092,293.17,87,94,1.53,TL,overcast clouds
352,East London,-33.0153,27.9116,296.9,91,10,4.84,ZA,clear sky
353,Waingapu,-9.6567,120.2641,300.55,74,48,3.11,ID,scattered clouds
354,Mocuba,-16.8392,36.9856,296.49,95,100,1.32,MZ,overcast clouds
355,Menongue,-14.6585,17.691,292.08,92,100,1.65,AO,moderate rain
356,Lakes Entrance,-37.8811,147.981,294.26,65,35,2.24,AU,scattered clouds
357,Port Saint Lucie,27.2939,-80.3503,297.15,78,75,5.14,US,broken clouds
358,Manicore,-5.8092,-61.3003,296.55,97,99,0.57,BR,moderate rain
359,Otradnoye,59.7775,30.8181,260.15,78,20,7,RU,light snow
360,Okato,-39.2,173.8833,295.37,66,59,1.79,NZ,broken clouds
361,Eydhafushi,5.1033,73.0708,300.65,71,32,4.41,MV,scattered clouds
362,Jizan,17.3333,42.6667,295.15,78,0,0.81,SA,clear sky
363,Pestyaki,56.7103,42.6717,253.26,91,100,4.65,RU,overcast clouds
364,Tiruvalla,9.3833,76.5667,294.3,82,0,1.5,IN,clear sky
365,Springfield,37.2153,-93.2982,273.15,86,90,6.69,US,moderate rain
366,North Bend,43.4065,-124.2243,283.15,76,90,1.71,US,overcast clouds
367,Aksarka,66.5606,67.7975,236.07,82,98,9.27,RU,overcast clouds
368,Bud,39.447,-86.1758,269.26,63,100,2.49,US,overcast clouds
369,Narsaq,60.9167,-46.05,266.66,78,36,1.16,GL,scattered clouds
370,Las Choapas,17.9333,-94.0833,305.15,37,1,5.14,MX,clear sky
371,Sept-Iles,50.2001,-66.3821,272.15,93,100,4.63,CA,light snow
372,Craigieburn,-37.6,144.95,291.15,63,75,6.69,AU,broken clouds
373,Novyy Urengoy,66.0833,76.6333,244.07,87,87,6.01,RU,overcast clouds
374,Prince Rupert,54.3161,-130.3201,278.15,81,90,3.09,CA,light snow
375,Port Macquarie,-31.4333,152.9167,300.93,73,49,1.79,AU,scattered clouds
376,Joshimath,30.5667,79.5667,277.78,45,0,6.11,IN,clear sky
377,Gympie,-26.1898,152.665,304.92,46,1,1.55,AU,clear sky
378,Amga,60.8953,131.9608,239.84,82,100,0.67,RU,overcast clouds
379,Mayo,38.8876,-76.5119,279.26,61,1,1.54,US,clear sky
380,Mehamn,71.0357,27.8492,269.69,93,100,9.3,NO,light snow
381,Karakol,42.4907,78.3936,271.55,83,99,1.2,KG,light snow
382,Wawa,9.9022,4.4192,299,24,89,1.45,NG,overcast clouds
383,Tanout,14.9709,8.8879,290.41,25,67,5,NE,broken clouds
384,Utiel,39.5667,-1.2,285.37,84,61,3.03,ES,broken clouds
385,Coahuayana,18.7333,-103.6833,299.15,61,1,1.87,MX,clear sky
386,Brae,60.3964,-1.353,274.15,60,90,7.2,GB,light snow
387,Saldanha,-33.0117,17.9442,291.15,82,13,1.54,ZA,few clouds
388,Mehran,33.1222,46.1646,280.15,93,75,3.09,IR,broken clouds
389,Zholymbet,51.7433,71.7122,267.93,95,97,14.21,KZ,overcast clouds
390,Tupiza,-21.45,-65.7167,289.23,60,89,3.41,BO,moderate rain
391,Jackson,42.4165,-122.8345,283.15,61,1,0.42,US,clear sky
392,Labuhan,-6.8844,112.2051,299.49,84,42,3.67,ID,scattered clouds
393,Qinnan,33.2531,119.9133,281.54,74,0,1.06,CN,clear sky
394,Sarangani,5.4033,125.4636,300.58,71,100,2.9,PH,overcast clouds
395,Mujiayingzi,42.1167,118.7833,257.44,88,28,2.32,CN,scattered clouds
396,Changying,52.8733,123.3213,244.47,84,44,1.55,CN,scattered clouds
397,Namibe,-15.1961,12.1522,294.73,78,20,2.93,AO,few clouds
398,Katsuura,35.1333,140.3,283.71,50,0,1.54,JP,clear sky
399,Pangnirtung,66.1451,-65.7125,268.75,80,85,1.56,CA,overcast clouds
400,Barranca,-10.75,-77.7667,294.54,79,69,3.02,PE,broken clouds
401,Walvis Bay,-22.9575,14.5053,290.93,94,3,3.09,NA,clear sky
402,Edgewater,28.9889,-80.9023,292.15,88,90,2.79,US,overcast clouds
403,Lima,-12.0432,-77.0282,298.15,78,75,3.09,PE,light rain
404,College,64.8569,-147.8028,252.59,77,90,0.37,US,light snow
405,Zhenjiang,32.2092,119.4342,280.93,91,3,0.81,CN,clear sky
406,Debre Tabor,11.85,38.0167,281.03,53,65,2.62,ET,broken clouds
407,Fort Nelson,58.8053,-122.7002,247.15,64,1,1.54,CA,clear sky
408,Ajaccio,42,8.9167,289.15,51,0,1.54,FR,clear sky
409,Boyolangu,-8.1181,111.8935,298.15,85,78,3.24,ID,broken clouds
410,Kathmandu,27.7167,85.3167,276.15,93,20,1.54,NP,few clouds
411,Sarh,9.1429,18.3923,296.15,33,0,2.37,TD,clear sky
412,Dharchula,29.85,80.5333,280.46,42,0,5.27,IN,clear sky
413,Teya,60.3778,92.6267,266.48,94,99,3.91,RU,overcast clouds
414,Elk Point,42.6833,-96.6836,257.59,72,55,2.46,US,broken clouds
415,Aswan,24.0934,32.907,286.97,58,0,2.09,EG,clear sky
416,Miranda,3.2499,-76.2281,295.02,74,100,1.42,CO,overcast clouds
417,Kaitangata,-46.2817,169.8464,291.48,74,3,3.13,NZ,clear sky
418,Manokwari,-0.8667,134.0833,298.57,86,100,0.16,ID,overcast clouds
419,Carinhanha,-14.3047,-43.765,296.14,91,79,2.64,BR,moderate rain
420,Novoorsk,51.381,58.9813,261.15,67,75,18,RU,snow
421,Atocha,-20.9333,-66.2333,286.22,60,94,3.83,BO,moderate rain
422,Djambala,-2.5447,14.7533,294.69,88,60,2.18,CG,light rain
423,Comodoro Rivadavia,-45.8667,-67.5,286.15,82,40,6.17,AR,scattered clouds
424,Araouane,18.9048,-3.5265,295.54,25,100,8.1,ML,overcast clouds
425,Tobermory,45.2501,-81.6665,267.15,63,100,6.69,CA,overcast clouds
426,Odienne,9.51,-7.5692,298.9,23,82,0.19,CI,broken clouds
427,Pochutla,15.7432,-96.4661,300.37,74,75,5.14,MX,broken clouds
428,Blahodatne,50.6637,24.2492,262.76,93,94,4.51,UA,overcast clouds
429,Thompson,55.7435,-97.8558,241.15,62,75,6.17,CA,snow
430,Rondonopolis,-16.4708,-54.6356,297.97,70,42,1.62,BR,scattered clouds
431,Naze,28.3667,129.4833,291.15,68,75,2.06,JP,broken clouds
432,Kulhudhuffushi,6.6221,73.07,300.35,72,1,3.94,MV,clear sky
433,Souillac,-20.5167,57.5167,298.15,83,20,1.54,MU,few clouds
434,Rosarito,32.3333,-117.0333,297.04,52,1,5.14,MX,clear sky
435,Cam Ranh,11.9214,109.1591,297.15,69,40,2.57,VN,scattered clouds
436,Kununurra,-15.7667,128.7333,300.15,94,99,2.06,AU,overcast clouds
437,Rio Gallegos,-51.6226,-69.2181,289.15,41,0,5.14,AR,clear sky
438,Bukama,-9.2,25.85,294.11,95,100,0.24,CD,light rain
439,Kruisfontein,-34.0033,24.7314,290.93,89,22,0.45,ZA,few clouds
440,Spearfish,44.4908,-103.8594,258.71,84,1,3.09,US,clear sky
441,Wanlaweyn,2.6185,44.8938,295.41,83,17,3.9,SO,few clouds
442,Lewistown,40.5992,-77.5714,273.15,32,1,1.1,US,light intensity drizzle
443,Dongkan,33.9997,119.8308,281.07,73,0,1.23,CN,clear sky
444,Oktyabrskoye,43.0645,44.7417,273.15,86,96,2,RU,overcast clouds
445,Malangwa,26.8568,85.5581,283.86,80,25,0.89,NP,scattered clouds
446,Ponta Delgada,37.7333,-25.6667,288.71,94,75,8.75,PT,broken clouds
447,Angoche,-16.2325,39.9086,298.85,86,100,1.68,MZ,overcast clouds
448,Marawi,7.9986,124.2928,297.04,86,93,2.68,PH,overcast clouds
449,Khorramshahr,30.4397,48.1664,289.15,88,75,3.09,IR,broken clouds
450,Banyo,6.75,11.8167,291.75,26,1,1.83,CM,clear sky
451,Sao Filipe,14.8961,-24.4956,294.07,74,38,6.62,CV,scattered clouds
452,Havre-Saint-Pierre,50.2334,-63.5986,272.15,93,90,6.17,CA,snow
453,Rio Grande,-32.035,-52.0986,292.59,92,0,3.22,BR,clear sky
454,Jaumave,23.4167,-99.3833,303.15,30,1,8.23,MX,clear sky
455,Ndioum,16.5129,-14.6471,294.15,49,0,1.03,SN,clear sky
456,Cumana,10.4635,-64.1775,297.69,80,100,6.67,VE,overcast clouds
457,Lagoa,39.05,-27.9833,288.73,90,100,11.39,PT,overcast clouds
458,Maridi,4.9158,29.4742,292.51,25,0,1.97,SS,clear sky
459,Chunhuhub,19.55,-88.6833,300.45,68,6,1.55,MX,clear sky
460,Mahuva,21.0914,71.7622,291.27,34,0,6.48,IN,clear sky
461,Pevek,69.7008,170.3133,252.08,88,31,2.44,RU,scattered clouds
462,Praia Da Vitoria,38.7333,-27.0667,289.15,82,40,6.12,PT,scattered clouds
463,Chapais,49.7834,-74.8492,263.15,79,90,6.69,CA,light snow
464,Irbeyskoye,55.6428,95.4522,266.09,94,97,2.01,RU,overcast clouds
465,Sale,34.0389,-6.8166,283.71,100,75,4.63,MA,broken clouds
466,Lages,-27.8161,-50.3261,287.1,80,35,1.56,BR,scattered clouds
467,Tabory,58.5198,64.5495,273.22,99,100,3.28,RU,snow
468,High Level,58.5169,-117.136,247.15,58,1,1.03,CA,clear sky
469,Tulagi,-9.0996,160.1476,300.42,82,100,7.94,SB,heavy intensity rain
470,Rock Sound,24.9,-76.2,297.69,87,0,6.72,BS,clear sky
471,Daru,-9.0763,143.2092,302.94,68,80,5.21,PG,broken clouds
472,Berlevag,70.8578,29.0864,270.04,94,100,11.49,NO,light snow
473,Minna,9.6139,6.5569,299.5,17,100,3.93,NG,overcast clouds
474,Haukipudas,65.1765,25.3523,262.15,85,0,4.12,FI,clear sky
475,Ayan,56.45,138.1667,253.58,90,100,6.64,RU,light snow
476,Kalyazin,57.2403,37.8433,255.16,92,99,4.97,RU,overcast clouds
477,Kondinskoye,59.6481,67.41,273.73,97,100,6.68,RU,snow
478,Trincomalee,8.5711,81.2335,299.15,83,54,6.17,LK,broken clouds
479,Ust-Nera,64.5667,143.2,241.76,76,62,2.1,RU,broken clouds
480,Port Blair,11.6667,92.75,298.57,78,11,3.72,IN,few clouds
481,Mae Sai,20.4335,99.8762,293.15,94,35,0.39,TH,scattered clouds
482,Cabedelo,-6.9811,-34.8339,300.15,78,20,2.57,BR,few clouds
483,Necochea,-38.5473,-58.7368,290.37,74,0,7.06,AR,clear sky
484,Balaipungut,1.05,101.2833,297.15,94,20,0.39,ID,few clouds
485,Genhe,50.7833,121.5167,244.48,85,0,0.52,CN,clear sky
486,Torbat-E Jam,35.244,60.6225,279.35,80,28,0.15,IR,scattered clouds
487,Vanavara,60.34,102.2797,261.26,95,100,4.59,RU,light snow
488,Smithers,54.7804,-127.1743,270.15,93,90,1.54,CA,light snow
489,Yenagoa,4.9247,6.2642,299.46,87,0,1.98,NG,clear sky
490,Saint-Augustin,51.226,-58.6502,274.35,95,100,8.02,CA,light rain
491,Peer,51.1317,5.4568,273.15,93,90,8.23,BE,moderate rain
492,Rawson,-43.3002,-65.1023,288.05,68,76,10.48,AR,broken clouds
493,Tupik,54.4253,119.9327,243.02,81,52,0.82,RU,broken clouds
494,Kenora,49.8167,-94.4337,246.48,63,75,5.66,CA,snow
495,Mindyak,54.0231,58.7891,253.7,86,90,8.32,RU,overcast clouds
496,Sao Felix Do Xingu,-6.6447,-51.995,296.33,92,41,0.46,BR,light rain
497,Montabaur,50.4333,7.8333,275.37,95,100,7.06,DE,moderate rain
498,Polunochnoye,60.8697,60.4153,246.02,89,100,5.72,RU,light snow
499,Penzance,50.1186,-5.5371,277.59,87,40,4.12,GB,scattered clouds
500,Acapulco,16.8634,-99.8901,302.15,61,1,4.12,MX,clear sky
501,Candido De Abreu,-24.5669,-51.3333,292.28,77,2,0.68,BR,clear sky
502,Basoko,1.2391,23.616,295.84,61,3,1.01,CD,clear sky
503,Sayansk,54.1088,102.1648,258.62,93,100,2.15,RU,overcast clouds
504,Independenta,45.4833,27.75,274.79,87,100,5.08,RO,overcast clouds
505,Kahului,20.8947,-156.47,298.15,50,20,5.14,US,few clouds
506,Maryborough,-25.5333,152.7,304.92,47,19,1.86,AU,few clouds
507,Cap Malheureux,-19.9842,57.6142,297.59,85,8,0.89,MU,clear sky
508,Faya,18.3851,42.4509,282.15,76,0,1.18,SA,clear sky
509,Bandarbeyla,9.4942,50.8122,297.07,81,8,5.28,SO,clear sky
510,Broken Hill,-31.95,141.4333,292.15,63,40,8.75,AU,scattered clouds
511,Pisco,-13.7,-76.2167,296.15,78,75,2.06,PE,broken clouds
512,Praia,14.9215,-23.5087,293.15,64,75,10.29,CV,broken clouds
513,Bichura,50.5881,107.6022,255.38,87,87,1.3,RU,snow
514,New Haven,41.4001,-72.9329,279.15,30,1,2.06,US,clear sky
515,San Quintin,30.4833,-115.95,290.72,62,0,5.32,MX,clear sky
516,Shahrud,36.4182,54.9763,279.08,86,100,1.44,IR,overcast clouds
517,Nioro,13.35,-15.75,294.44,29,92,3.88,GM,overcast clouds
518,Antalaha,-14.9003,50.2788,297.05,86,99,1.56,MG,overcast clouds
519,Jiangkou,25.4872,119.1986,288.15,88,90,2,CN,overcast clouds
520,Padang,-0.9492,100.3543,295.15,88,20,0.51,ID,few clouds
521,Biak,-0.9131,122.8766,299.75,72,100,0.8,ID,overcast clouds
522,Terrace,54.5163,-128.6035,273.15,93,90,2.57,CA,light snow
523,Mukhen,48.1,136.1,250.43,88,99,0.63,RU,overcast clouds
524,Whitehorse,60.7161,-135.0538,253.15,70,75,1.5,CA,light snow
525,Galle,6.0367,80.217,297.51,87,100,2.38,LK,overcast clouds
526,Azovskaya,44.7908,38.6264,270.37,81,100,2.33,RU,snow
527,Dauphin,51.1494,-100.0502,245.15,57,1,5.14,CA,clear sky
528,Kamalpur,24.2,91.8333,286.46,69,22,0.58,IN,few clouds
529,Hukuntsi,-24,21.75,293.43,83,0,5.04,BW,clear sky
530,Kuala Terengganu,5.3302,103.1408,297.15,94,40,1.03,MY,scattered clouds
531,Martinsburg,39.4562,-77.9639,277.15,48,1,2.06,US,clear sky
532,Iconha,-20.7931,-40.8111,296.35,94,100,2.07,BR,overcast clouds
533,Evensk,61.95,159.2333,265.24,87,97,10.43,RU,overcast clouds
534,Verkhoyansk,67.5447,133.385,241.58,83,100,0.61,RU,overcast clouds
535,Rockland,41.1668,-74.0496,278.15,30,1,4.12,US,clear sky
536,Rio Cuarto,-33.1307,-64.3499,298.15,65,0,5.14,AR,clear sky
537,Hastings,50.8552,0.5729,277.59,89,100,4.02,GB,light rain
538,Coihaique,-45.5752,-72.0662,298.15,23,20,4.12,CL,few clouds
539,Coronado,32.6859,-117.1831,296.15,55,1,4.12,US,clear sky
540,Linxia,35.6003,103.2064,270.89,71,100,0.5,CN,overcast clouds
541,Ouallam,14.3188,2.0866,297.41,19,25,3.54,NE,scattered clouds
542,Gandorhun,7.5,-11.8333,297.65,80,89,0.85,SL,overcast clouds
543,Hirara,24.8,125.2833,289.15,94,20,1.03,JP,few clouds
544,Bhadrachalam,17.6667,80.8833,288.9,81,30,0.92,IN,scattered clouds
545,Wanxian,30.8039,108.3897,285.26,70,96,0.39,CN,overcast clouds
546,Bograd,54.2344,90.8328,259.15,85,66,1,RU,mist
547,Grand Gaube,-20.0064,57.6608,297.59,85,9,0.89,MU,clear sky
548,Russell,32.3502,-85.1999,279.15,87,90,2.57,US,overcast clouds
549,Fare,-16.7,-151.0167,301.16,67,11,4.59,PF,light rain
550,Kalangala,-0.3089,32.225,296.84,70,25,1.72,UG,scattered clouds
551,Hami,42.8,93.45,272.15,78,22,2.36,CN,few clouds
552,Ambilobe,-13.2,49.05,295.99,94,99,1.12,MG,overcast clouds
553,Itarema,-2.9248,-39.9167,299.15,82,14,4.84,BR,few clouds
554,Mahibadhoo,3.7833,72.9667,300.34,75,39,5.01,MV,scattered clouds
555,Bozhou,33.8772,115.7703,280.24,61,0,2.42,CN,clear sky
556,San Cristobal,7.7669,-72.225,302.15,61,40,3.09,VE,scattered clouds
557,Iqaluit,63.7506,-68.5145,270.15,74,90,9.26,CA,overcast clouds
558,Guozhen,34.3659,107.359,279.86,46,99,1.09,CN,overcast clouds
559,Amapa,1,-52,295.38,98,100,1.06,BR,overcast clouds
560,Kaputa,-8.4689,29.6619,294.44,83,100,3.05,ZM,light rain
561,Monte Carmelo,-18.7247,-47.4986,293.55,93,73,2.43,BR,broken clouds
562,Kloulklubed,7.0419,134.2556,300.08,86,100,10.13,PW,overcast clouds
563,Kabo,7.6994,18.629,296.22,21,0,3.06,CF,clear sky
564,Jardim,-21.4803,-56.1381,294,72,0,1.89,BR,clear sky
565,Redwater,33.3582,-94.2544,280.15,93,90,3.6,US,mist
566,Zheleznodorozhnyy,55.7503,38.0042,255.15,71,0,7,RU,clear sky
567,Altamont,42.2068,-121.7372,285.15,28,1,5.66,US,clear sky
568,Wad Rawah,15.1603,33.1397,289.18,34,2,5.08,SD,clear sky
569,Manggar,-2.8833,108.2667,299.9,82,92,5.49,ID,overcast clouds
570,Luganville,-15.5333,167.1667,302.91,64,4,2.94,VU,clear sky
571,Clyde River,70.4692,-68.5914,249.15,84,20,1.03,CA,few clouds
572,Hearst,49.6835,-83.6665,252.15,77,100,3.09,CA,overcast clouds
573,Kerema,-7.9631,145.7785,302.18,69,96,1.46,PG,overcast clouds
574,Thunder Bay,48.4001,-89.3168,253.15,54,75,5.66,CA,snow
575,Svetlaya,46.5389,138.3297,258.39,85,69,3.62,RU,broken clouds
576,Soyo,-6.1349,12.3689,299.86,86,100,3.93,AO,overcast clouds
577,Boksitogorsk,59.474,33.8485,254.58,93,98,1.71,RU,overcast clouds
578,Lamar,33.6668,-95.5836,278.71,93,90,5.66,US,mist
579,Minas,-34.3759,-55.2377,293.15,88,40,3.6,UY,scattered clouds
580,Anqing,30.5092,117.0506,283.99,73,69,0.22,CN,broken clouds
581,Cayenne,4.9333,-52.3333,298.15,100,75,6.17,GF,broken clouds
582,Yeniseysk,58.4497,92.1703,270.01,98,100,2.66,RU,light snow
583,Beyneu,45.3167,55.2,272.05,83,89,2.71,KZ,overcast clouds
584,Itoman,26.1247,127.6694,293.15,77,40,5.14,JP,scattered clouds
585,Mobaye,4.319,21.1786,294.16,30,21,1.09,CF,few clouds
586,San Carlos,9.6612,-68.5827,299.55,63,99,2.44,VE,overcast clouds
587,Maxixe,-23.8597,35.3472,297.45,90,95,2.93,MZ,overcast clouds
588,Takoradi,4.8845,-1.7554,299.61,88,1,3.97,GH,clear sky
589,Marshall,34.3834,-86.3333,278.15,93,90,5.14,US,moderate rain
590,Ishigaki,24.3448,124.1572,292.15,88,40,2.57,JP,scattered clouds
591,Husavik,66.0449,-17.3389,274.15,69,90,1.03,IS,overcast clouds
592,Lakatoro,-16.0999,167.4164,302.53,59,20,2.45,VU,few clouds
593,Margate,51.3813,1.3862,276.48,85,100,3.58,GB,light rain
594,Susehri,40.1644,38.0867,274.4,83,0,0.6,TR,clear sky
595,Jati,24.3539,68.2671,288.34,32,0,2.51,PK,clear sky
596,Douglas,41.3,-96.167,260.15,56,90,4.12,US,overcast clouds
597,Pedernales,18.0384,-71.744,298.57,65,17,6.33,DO,few clouds
598,Oistins,13.0667,-59.5333,298.15,73,20,7.72,BB,few clouds
599,Dunedin,-45.8742,170.5036,288.15,80,1,11.18,NZ,clear sky
600,Buraydah,26.326,43.975,283.15,100,75,4.12,SA,broken clouds
601,Palmas,-10.2128,-48.3603,298.15,94,75,1.54,BR,broken clouds
602,Jijiga,9.35,42.8,287.99,61,11,4.35,ET,few clouds
603,Maceio,-9.6658,-35.7353,298.15,88,0,5.14,BR,clear sky
604,Mahendragarh,28.2833,76.15,283.92,46,0,2.32,IN,clear sky
605,Ukiah,39.1502,-123.2078,295.15,26,1,1.54,US,clear sky
606,Luwuk,-0.9516,122.7875,300.81,68,100,0.5,ID,overcast clouds
607,Rudbar,30.15,62.6,285.2,35,0,1.61,AF,clear sky
608,Kharp,66.8014,65.8081,242.58,80,65,1.67,RU,broken clouds
609,Barcelona,41.3888,2.159,287.04,71,20,5.66,ES,few clouds
610,Agogo,6.8,-1.0819,297.01,88,70,3.59,GH,broken clouds
611,The Valley,18.217,-63.0578,299.15,83,20,4.12,AI,few clouds
612,Shache,38.4167,77.2406,270.38,82,78,0.42,CN,broken clouds
613,Lapeer,43.0514,-83.3188,265.15,67,90,4.12,US,overcast clouds
614,Nantucket,41.2835,-70.0995,277.15,65,1,10.29,US,clear sky
615,Sola,-13.8833,167.55,301.02,71,34,2.1,VU,scattered clouds
616,Talcahuano,-36.7167,-73.1167,289.15,82,90,1.54,CL,overcast clouds
617,Xingyi,24.1877,102.817,281.32,96,17,0.98,CN,few clouds
618,Tessalit,20.1986,1.0114,295.24,18,89,5.92,ML,overcast clouds
619,Morondava,-20.2833,44.2833,299.76,82,87,3.39,MG,light rain
620,Yeppoon,-23.1333,150.7333,304.15,58,81,3.09,AU,broken clouds
621,Trelew,-43.249,-65.3051,287.85,65,68,10.47,AR,broken clouds
622,Hay River,60.8156,-115.7999,238.15,61,65,1.54,CA,broken clouds
623,Sorland,67.667,12.6934,274.95,81,79,8.83,NO,broken clouds
624,Ilhabela,-23.7781,-45.3581,295.65,76,58,1.35,BR,broken clouds
625,Lagos,6.5833,3.75,300.13,87,72,2.58,NG,broken clouds
626,Sarahan,31.5167,77.8,274.24,56,0,6.23,IN,clear sky
627,Qui Nhon,13.7667,109.2333,294.22,89,87,3.17,VN,overcast clouds
628,Kieta,-6.2167,155.6333,303.58,64,46,3.07,PG,scattered clouds
629,Puerto Carreno,6.189,-67.4859,303.57,47,95,6.25,CO,overcast clouds
630,Matane,48.8286,-67.522,270.15,74,47,16.98,CA,scattered clouds
631,Nago,26.5881,127.9761,293.15,77,40,5.14,JP,scattered clouds
632,Ust-Tsilma,65.441,52.1498,237.48,81,84,4.23,RU,broken clouds
633,Saint-Pierre,-21.3393,55.4781,299.15,78,40,2.57,RE,light rain
634,Hofn,64.2539,-15.2082,273.63,91,98,8.31,IS,snow
635,Zhezkazgan,47.8043,67.7144,265.16,95,68,7.76,KZ,broken clouds
636,Weyburn,49.6668,-103.8511,246.15,63,42,3.6,CA,scattered clouds
637,Sao Jose Da Coroa Grande,-8.8978,-35.1478,299.24,81,65,4.97,BR,broken clouds
638,Banjar,-8.19,114.9675,299.15,94,20,1.03,ID,few clouds
639,Krasnoselkup,65.7,82.4667,249.81,89,99,6.02,RU,overcast clouds
640,Grindavik,63.8424,-22.4338,274.15,64,0,10.29,IS,clear sky
641,Kroya,-7.6331,109.2461,299.06,80,37,0.91,ID,scattered clouds
642,Bobcaygeon,44.5462,-78.542,265.15,73,75,2.57,CA,broken clouds
643,Khonsa,27.0167,95.5667,283.25,74,5,1.57,IN,clear sky
644,Teyateyaneng,-29.1472,27.7489,288.53,85,99,1.24,LS,overcast clouds
645,Lazaro Cardenas,17.9583,-102.2,299.35,64,0,2.32,MX,clear sky
646,Yazd,31.8972,54.3675,283.15,46,20,2.06,IR,few clouds
647,Huarmey,-10.0681,-78.1522,295.13,76,80,3.83,PE,broken clouds
648,Lerwick,60.1545,-1.1494,274.15,60,90,7.2,GB,light snow
649,Angoram,-4.0625,144.0661,300.51,84,99,1.24,PG,overcast clouds
650,Vila Do Maio,15.1333,-23.2167,293.15,64,75,10.29,CV,broken clouds
651,Thinadhoo,0.5333,72.9333,300.47,75,8,5.46,MV,clear sky
652,Ossora,59.2353,163.0719,268.59,97,100,16.09,RU,snow
653,Riyadh,24.6877,46.7219,287.15,72,0,3.6,SA,clear sky
654,Westport,41.1415,-73.3579,278.15,38,1,5.14,US,clear sky
655,Jibuti,11.5,42.5,297.15,73,75,2.81,DJ,broken clouds
656,Yerbogachen,61.2767,108.0108,253.22,91,97,3.58,RU,overcast clouds
657,Numata,36.6333,139.05,278.15,56,0,3.58,JP,clear sky
658,Klaksvik,62.2266,-6.589,275.15,60,20,8.75,FO,few clouds
659,Gazojak,41.1875,61.4036,277.43,68,92,0.54,TM,overcast clouds
660,Kavaratti,10.5669,72.642,300.46,62,12,4.74,IN,few clouds
661,Enumclaw,47.2043,-121.9915,282.59,90,94,7.15,US,overcast clouds
662,Wanning,18.8003,110.3967,292.93,86,10,1.54,CN,clear sky
663,Plainview,40.7765,-73.4673,278.15,42,1,4.12,US,clear sky
664,Teahupoo,-17.8333,-149.2667,302.15,61,20,5.66,PF,light rain
665,Petlad,22.4667,72.8,288.15,47,0,3.09,IN,smoke
666,Shelburne,44.0787,-80.2041,266.15,63,90,5.66,CA,overcast clouds
667,Yuksekova,37.5736,44.2872,272.15,93,0,2.06,TR,clear sky
668,Cambrils,41.0748,1.0524,284.26,71,0,4.63,ES,clear sky
669,Bulawayo,-20.15,28.5833,291.99,90,100,3.45,ZW,light rain
670,Arona,28.0996,-16.681,289.26,67,20,3.6,ES,few clouds
671,Alugan,12.2188,125.4808,299.97,85,95,6.45,PH,overcast clouds
672,Adrar,20.5022,-10.0711,287.41,39,99,4.94,MR,overcast clouds
673,Xiantao,30.3833,113.4,284.49,70,72,2.18,CN,broken clouds
674,Yei,4.095,30.6779,290.99,28,6,0.72,SS,clear sky
675,Maniitsoq,65.4167,-52.9,271.14,80,0,9.66,GL,clear sky
676,Moron,-34.6534,-58.6198,301.48,44,0,0.89,AR,clear sky
677,Port Hedland,-20.3167,118.5667,299.15,78,0,2.57,AU,clear sky
