City_ID,City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
372,372,Veraval,20.9,70.3667,292.66,35,0,6.91,IN,clear sky
373,373,Saint-Augustin,51.226000000000006,-58.6502,273.99,96,100,7.99,CA,overcast clouds
376,376,San Quintin,30.4833,-115.95,289.8,67,0,4.1,MX,clear sky
377,377,Staryy Saltiv,50.0827,36.7939,261.15,67,75,5.0,UA,broken clouds
378,378,Nagato,34.3833,131.2,284.15,81,75,1.03,JP,broken clouds
379,379,Barahona,18.2085,-71.1008,297.55,75,35,5.05,DO,scattered clouds
380,380,Norrtalje,59.758,18.705,269.82,92,40,3.09,SE,scattered clouds
381,381,Beyneu,45.3167,55.2,271.48,84,42,2.72,KZ,scattered clouds
382,382,Togur,58.3631,82.8265,273.22,97,100,6.2,RU,overcast clouds
383,383,Klaksvik,62.2266,-6.5889999999999995,274.15,69,40,6.69,FO,light rain
384,384,Muroto,33.2833,134.15,282.15,71,40,3.09,JP,scattered clouds
385,385,Lata,40.1629,-8.3327,283.71,82,87,0.89,PT,overcast clouds
386,386,Bathsheba,13.2167,-59.5167,298.15,73,20,5.14,BB,few clouds
387,387,Cuyo,10.8525,121.0086,299.95,82,86,10.26,PH,overcast clouds
388,388,Lingyuan,41.24,119.4011,263.3,86,0,2.45,CN,clear sky
389,389,Ust-Nera,64.5667,143.2,243.15,76,30,2.27,RU,scattered clouds
390,390,Kaspiysk,42.8816,47.6392,273.15,80,0,2.0,RU,clear sky
391,391,Namie,37.4833,141.0,284.82,46,0,6.57,JP,clear sky
392,392,Kapiri Mposhi,-13.9652,28.6809,290.9,99,100,1.74,ZM,light rain
393,393,Vilyuysk,63.7553,121.6247,236.78,83,68,2.49,RU,broken clouds
394,394,Tari,12.4086,4.4914,295.87,20,0,4.13,NG,clear sky
396,396,Mehamn,71.0357,27.8492,269.66,93,100,9.62,NO,light snow
399,399,Cloquet,46.7216,-92.4594,249.26,53,1,4.63,US,clear sky
400,400,Bubaque,11.2833,-15.8333,299.15,54,5,9.9,GW,clear sky
402,402,Smithers,54.7804,-127.1743,270.15,93,90,1.54,CA,light snow
403,403,Beloha,-25.1667,45.05,296.54,95,22,1.69,MG,few clouds
404,404,Hurricane,37.1753,-113.2899,289.15,14,1,4.63,US,clear sky
406,406,Lagoa,39.05,-27.9833,288.7,91,100,11.54,PT,overcast clouds
407,407,Sur,22.5667,59.5289,289.92,65,0,2.79,OM,clear sky
408,408,Sept-Iles,50.2001,-66.3821,272.15,80,100,5.14,CA,overcast clouds
409,409,Airai,-8.9266,125.4092,294.75,79,72,1.96,TL,broken clouds
410,410,Husavik,66.0449,-17.3389,273.15,74,75,1.54,IS,broken clouds
411,411,Rumoi,43.9344,141.6428,269.66,95,100,0.97,JP,light snow
412,412,Machachi,-0.5,-78.5667,290.15,87,40,5.66,EC,light rain
415,415,Gagnoa,6.1293,-5.9437,297.59,86,1,2.48,CI,clear sky
416,416,Hailar,49.2,119.7,248.0,86,0,2.01,CN,clear sky
417,417,Praia Da Vitoria,38.7333,-27.0667,289.15,82,20,6.21,PT,few clouds
418,418,Bukachacha,52.9833,116.9167,249.35,83,88,0.93,RU,overcast clouds
419,419,Yugorsk,61.3133,63.3319,249.25,90,100,6.02,RU,light snow
420,420,Korla,41.7597,86.1469,268.95,87,6,0.58,CN,clear sky
421,421,Mumford,5.2618,-0.759,299.98,86,0,6.1,GH,clear sky
422,422,Whitehorse,60.7161,-135.0538,252.04,70,40,1.03,CA,scattered clouds
423,423,Lahat,-3.8,103.5333,297.34,89,97,1.09,ID,overcast clouds
424,424,Charyshskoye,51.3978,83.5598,270.69,90,100,2.97,RU,overcast clouds
425,425,Petropavlovsk-Kamchatskiy,53.0452,158.6483,270.15,63,40,9.0,RU,light snow
426,426,Chemax,20.65,-87.9333,297.36,86,0,2.37,MX,clear sky
427,427,Saint-Leu,-21.15,55.2833,298.15,61,71,0.31,RE,broken clouds
429,429,Kamina,-8.7386,24.9906,291.8,96,100,1.92,CD,overcast clouds
430,430,Tres Arroyos,-38.3739,-60.2798,289.76,74,0,7.03,AR,clear sky
431,431,Sampit,-2.5333,112.95,299.45,89,100,1.09,ID,overcast clouds
432,432,Namibe,-15.1961,12.1522,294.56,79,34,2.56,AO,scattered clouds
433,433,Nalut,30.3333,10.85,289.97,28,100,3.85,LY,overcast clouds
434,434,Srednekolymsk,67.45,153.6833,247.25,83,0,0.44,RU,clear sky
435,435,Todos Santos,23.45,-110.2167,294.82,56,1,0.45,MX,clear sky
436,436,Inta,66.0317,60.1659,242.72,84,100,7.45,RU,overcast clouds
437,437,Xuchang,34.0167,113.8167,282.15,25,99,7.0,CN,overcast clouds
438,438,Lake Havasu City,34.4839,-114.3224,296.15,9,1,5.14,US,clear sky
440,440,Serov,59.6033,60.5787,249.24,90,100,5.08,RU,light snow
441,441,Staryy Nadym,65.6118,72.6842,246.66,88,100,7.54,RU,light snow
442,442,Necochea,-38.5473,-58.7368,289.26,78,0,5.56,AR,clear sky
443,443,Touros,-5.1989,-35.4608,299.15,83,20,2.06,BR,few clouds
444,444,Piacabucu,-10.4056,-36.4344,299.3,82,29,6.0,BR,scattered clouds
445,445,Novo Aripuana,-5.1206,-60.3797,297.11,98,100,0.92,BR,overcast clouds
448,448,Taperoa,-7.2075,-36.8267,296.73,71,16,5.33,BR,few clouds
449,449,Nara,34.6851,135.8049,285.37,76,20,1.03,JP,few clouds
450,450,Luwingu,-10.2621,29.9271,291.2,95,100,3.82,ZM,light rain
451,451,Cabedelo,-6.9811,-34.8339,299.15,83,20,2.06,BR,few clouds
452,452,Iki-Burul,45.8208,44.6472,269.15,74,100,6.0,RU,snow
453,453,Obihiro,42.9172,143.2044,267.15,86,75,0.51,JP,light snow
454,454,Leo,11.1,-2.1,299.57,20,75,1.92,BF,broken clouds
455,455,Hirado,33.3597,129.5531,287.04,87,40,1.54,JP,scattered clouds
456,456,Krasnyy Chikoy,50.3643,108.7512,252.98,87,98,1.25,RU,overcast clouds
457,457,Gambela,8.25,34.5833,296.05,21,0,0.62,ET,clear sky
458,458,Port Hardy,50.6996,-127.4199,280.15,75,75,4.12,CA,broken clouds
459,459,Oudtshoorn,-33.5907,22.2014,292.15,94,75,3.6,ZA,broken clouds
460,460,Jardim,-21.4803,-56.1381,293.09,73,0,1.87,BR,clear sky
461,461,Parczew,51.6402,22.9006,261.15,85,0,6.17,PL,clear sky
462,462,Talcahuano,-36.7167,-73.1167,288.15,94,90,2.57,CL,overcast clouds
463,463,Arman,59.7,150.1667,261.16,87,100,6.74,RU,overcast clouds
464,464,Mumbwa,-14.9783,27.0619,291.84,96,100,1.7,ZM,overcast clouds
465,465,Nefteyugansk,61.0998,72.6035,274.15,100,90,5.0,RU,light rain
467,467,Laje,-10.1833,-40.9667,297.46,48,7,1.23,BR,clear sky
468,468,Hede,33.7681,120.2517,283.77,62,0,2.91,CN,clear sky
469,469,Sao Jose Da Coroa Grande,-8.8978,-35.1478,298.76,83,96,3.93,BR,overcast clouds
470,470,Ixtapa,20.7,-105.2,296.15,78,20,3.6,MX,few clouds
471,471,Khash,28.2211,61.2158,278.61,61,0,0.9,IR,clear sky
472,472,Berlevag,70.8578,29.0864,270.24,94,100,11.32,NO,light snow
473,473,Flin Flon,54.7682,-101.865,241.15,62,1,3.09,CA,clear sky
474,474,Klyuchi,52.2667,79.1667,274.03,97,100,10.85,RU,light rain
475,475,Port Blair,11.6667,92.75,299.22,74,0,3.63,IN,clear sky
476,476,Phuket,8.0,98.25,296.15,88,0,1.03,TH,clear sky
477,477,Namanyere,-7.5167,31.05,289.25,96,100,0.66,TZ,light rain
478,478,Ust-Kuyga,70.0167,135.6,241.23,84,100,1.99,RU,overcast clouds
480,480,Saldanha,-33.0117,17.9442,291.15,82,0,1.54,ZA,clear sky
481,481,Exu,-7.5119,-39.7242,298.17,44,3,3.15,BR,clear sky
483,483,Buraydah,26.326,43.975,283.15,100,75,2.57,SA,broken clouds
484,484,Rabo De Peixe,37.8,-25.5833,288.15,94,75,9.77,PT,broken clouds
485,485,Wamba,8.9333,8.6,296.16,22,30,1.96,NG,scattered clouds
486,486,Bhimavaram,16.5333,81.5333,289.16,92,94,2.11,IN,overcast clouds
487,487,Bridlington,54.0831,-0.1919,275.37,87,100,5.81,GB,overcast clouds
488,488,Presidencia Roque Saenz Pena,-26.7852,-60.4388,296.26,46,0,2.61,AR,clear sky
489,489,Panguma,8.1833,-11.1333,294.62,81,64,0.49,SL,broken clouds
490,490,Saint-Joseph,-21.3667,55.6167,299.15,73,75,3.09,RE,broken clouds
491,491,Quatre Cocos,-20.2078,57.7625,298.15,83,40,2.06,MU,light rain
493,493,Birobidzhan,48.8,132.95,254.3,88,100,0.77,RU,overcast clouds
494,494,Hambantota,6.1241,81.1185,295.15,100,0,1.54,LK,clear sky
495,495,Yelanskiy,56.8419,62.5014,263.45,95,100,7.62,RU,light snow
496,496,Sadovoye,47.7764,44.5089,269.57,82,0,5.47,RU,clear sky
497,497,Chifeng,42.2683,118.9636,258.52,87,0,2.24,CN,clear sky
498,498,Qinhuangdao,39.9317,119.5883,270.3,80,0,2.88,CN,clear sky
499,499,Havre-Saint-Pierre,50.2334,-63.5986,272.15,100,90,7.2,CA,light snow
500,500,Mogok,22.9167,96.5,285.49,93,33,0.93,MM,scattered clouds
501,501,Taoudenni,22.6783,-3.9836,289.1,33,97,4.86,ML,overcast clouds
502,502,Fairbanks,64.8378,-147.7164,253.15,77,90,0.39,US,light snow
503,503,Brigantine,39.4101,-74.3646,279.15,42,1,1.54,US,clear sky
504,504,Pishin,30.5803,66.9961,280.13,43,0,0.85,PK,clear sky
505,505,Karatu,-3.3333,35.6667,291.07,87,100,0.88,TZ,light rain
506,506,Belmonte,-15.8631,-38.8828,299.15,78,20,4.12,BR,few clouds
507,507,Muros,42.7762,-9.0603,276.48,95,66,0.89,ES,broken clouds
508,508,Coari,-4.085,-63.1414,297.33,92,100,0.65,BR,overcast clouds
509,509,Sayan,-11.1361,-77.1933,295.19,63,100,1.34,PE,overcast clouds
510,510,Oeiras Do Para,-2.0031,-49.8544,297.96,89,0,1.47,BR,clear sky
511,511,Bilma,18.6853,12.9164,288.99,28,0,2.69,NE,clear sky
512,512,Wanaka,-44.7,169.15,297.39,36,0,1.92,NZ,clear sky
513,513,Vzmorye,54.6961,20.2361,254.15,84,0,1.0,RU,clear sky
514,514,Sulphur,30.2366,-93.3774,289.15,82,1,2.05,US,clear sky
515,515,Skjervoy,70.0311,20.9714,272.0,94,100,9.38,NO,snow
516,516,Wladyslawowo,54.7909,18.4009,260.37,85,0,4.12,PL,clear sky
517,517,Kajaani,64.2273,27.7285,263.15,92,90,4.12,FI,overcast clouds
518,518,Lazaro Cardenas,17.9583,-102.2,297.25,72,0,1.48,MX,clear sky
519,519,Nyurba,63.2842,118.3319,238.79,84,81,1.3,RU,broken clouds
520,520,Ghanzi,-21.5667,21.7833,293.03,93,100,2.94,BW,light rain
521,521,Kaeo,-35.1,173.7833,294.26,76,99,4.47,NZ,overcast clouds
522,522,Shabo,46.1326,30.386,270.15,86,90,3.0,UA,light snow
523,523,Trincomalee,8.5711,81.2335,299.14,83,19,5.33,LK,few clouds
524,524,Marsa Matruh,31.3525,27.2453,284.15,87,0,3.09,EG,clear sky
525,525,Kampong Chhnang,12.1667,104.55,298.54,65,3,1.27,KH,clear sky
526,526,Esmeraldas,-19.7625,-44.3139,293.15,88,75,3.6,BR,broken clouds
527,527,Tabou,4.423,-7.3528,299.1,90,0,3.68,CI,clear sky
528,528,Penzance,50.1186,-5.5371,277.04,93,50,7.2,GB,scattered clouds
529,529,Nova Borova,50.693000000000005,28.6345,261.44,87,95,2.9,UA,overcast clouds
530,530,Mugur-Aksy,50.35,90.5,257.78,84,0,2.94,RU,clear sky
531,531,Yangambi,0.8102,24.4336,294.03,67,19,0.41,CD,few clouds
532,532,Zhigansk,66.7697,123.3711,234.34,81,100,5.62,RU,overcast clouds
533,533,Kuah,6.3265,99.8432,299.15,73,20,1.54,MY,few clouds
535,535,Araouane,18.9048,-3.5265,293.67,27,100,8.46,ML,overcast clouds
536,536,Cap Malheureux,-19.9842,57.6142,297.59,85,1,0.45,MU,clear sky
537,537,Ostrovnoy,68.0531,39.5131,259.88,92,100,4.8,RU,overcast clouds
538,538,Adrar,20.5022,-10.0711,287.34,40,100,5.46,MR,overcast clouds
539,539,Chapais,49.7834,-74.8492,263.15,79,90,4.63,CA,light snow
541,541,Belaya Gora,68.5333,146.4167,237.86,83,0,0.58,RU,clear sky
542,542,Tanda,26.55,82.65,281.76,71,0,2.1,IN,clear sky
543,543,Kenai,60.5544,-151.2583,265.37,86,90,3.09,US,mist
544,544,Rorvik,64.8621,11.2373,268.46,92,17,3.56,NO,few clouds
545,545,Lewistown,40.5992,-77.5714,270.15,43,1,0.74,US,clear sky
547,547,Lenine,45.2986,35.7771,274.36,87,100,5.29,UA,overcast clouds
548,548,Bordighera,43.7806,7.6645,287.59,71,75,4.12,IT,light rain
549,549,Manono,-7.3,27.4167,294.54,92,100,0.32,CD,overcast clouds
550,550,Borovoy,55.4333,86.0833,271.15,86,75,4.0,RU,broken clouds
551,551,Moratuwa,6.773,79.8816,297.15,94,1,3.6,LK,clear sky
552,552,Toktogul,41.8708,72.9402,277.01,70,100,0.83,KG,overcast clouds
554,554,Omboue,-1.5746,9.2618,299.17,84,100,3.77,GA,overcast clouds
555,555,Mackenzie,55.2999,-123.1698,258.15,51,20,3.09,CA,few clouds
556,556,Rassvet,46.8333,40.75,270.36,81,85,3.58,RU,overcast clouds
557,557,Aleppo,36.25,37.5,282.58,72,0,4.39,SY,clear sky
558,558,Gibato,11.2251,122.8143,299.79,84,37,5.58,PH,scattered clouds
560,560,Suihua,46.6406,126.9969,251.66,90,95,0.5,CN,overcast clouds
561,561,Waddan,29.1614,16.139,290.95,27,100,3.58,LY,overcast clouds
562,562,Ust-Maya,60.4167,134.5333,241.97,84,94,0.18,RU,overcast clouds
563,563,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,297.55,86,3,0.15,BR,clear sky
564,564,Kingisepp,59.3733,28.6134,259.77,95,81,2.37,RU,broken clouds
565,565,Ambilobe,-13.2,49.05,295.87,94,99,1.22,MG,overcast clouds
566,566,Peniche,39.3558,-9.3811,284.82,69,0,4.02,PT,clear sky
567,567,Emba,48.8264,58.1442,261.12,94,66,5.39,KZ,broken clouds
568,568,The Valley,18.217,-63.0578,299.15,83,40,5.14,AI,scattered clouds
569,569,Nevelsk,46.6733,141.8633,253.15,84,92,4.0,RU,overcast clouds
570,570,Xam Nua,20.4197,104.0439,288.87,81,2,0.8,LA,clear sky
571,571,Iwaki,37.05,140.8833,284.82,50,0,4.68,JP,clear sky
572,572,Xichang,27.8964,102.2634,280.3,58,0,0.91,CN,clear sky
575,575,Evensk,61.95,159.2333,265.99,86,100,10.94,RU,overcast clouds
576,576,Bantva,21.4864,70.0689,287.78,35,0,4.59,IN,clear sky
577,577,Mmabatho,-25.85,25.6333,290.44,88,47,3.7,ZA,scattered clouds
578,578,Oistins,13.0667,-59.5333,298.15,73,20,5.14,BB,few clouds
579,579,Karpathos,35.507,27.2132,288.15,94,0,1.54,GR,clear sky
580,580,Trinidad,-14.8333,-64.9,298.14,80,57,1.51,BO,broken clouds
581,581,Visby,57.6409,18.296,266.15,79,75,3.09,SE,broken clouds
582,582,Falun,60.6036,15.626,265.37,92,40,3.09,SE,scattered clouds
583,583,Dalen,52.6992,6.7556,271.48,81,100,8.05,NL,light snow
584,584,Masvingo,-20.0637,30.8277,292.04,98,61,2.1,ZW,broken clouds
585,585,Torbay,47.6666,-52.7314,280.37,100,90,8.23,CA,moderate rain
587,587,Kondoa,-4.9,35.7833,290.29,95,100,0.88,TZ,light rain
588,588,Kochevo,59.5994,54.3125,251.39,91,100,3.66,RU,light snow
589,589,Uberaba,-19.7483,-47.9319,293.15,87,9,1.28,BR,clear sky
590,590,Northam,51.0333,-4.2167,277.59,88,48,3.13,GB,scattered clouds
591,591,Keuruu,62.2667,24.7,263.15,92,90,2.57,FI,overcast clouds
592,592,Nowy Targ,49.4778,20.0323,268.15,79,90,5.14,PL,light snow
593,593,Poum,-20.2333,164.0167,299.81,68,0,2.16,NC,clear sky
594,594,Asfi,32.2994,-9.2372,286.32,71,1,3.09,MA,clear sky
596,596,Arvika,59.6553,12.5852,261.15,100,0,2.57,SE,clear sky
598,598,Santa Fe,-31.6333,-60.7,298.15,60,0,2.93,AR,clear sky
599,599,Regina,50.4501,-104.6178,246.48,69,20,3.6,CA,few clouds
600,600,Carauari,-4.8828,-66.8958,297.53,95,100,0.75,BR,overcast clouds
601,601,Aras,42.5617,-2.356,278.15,81,20,3.6,ES,few clouds
602,602,Kasongo-Lunda,-6.4667,16.8167,295.34,89,99,0.46,CD,overcast clouds
603,603,Nizhniy Kuranakh,58.8353,125.4869,245.75,84,92,0.56,RU,overcast clouds
604,604,Usak,38.5,29.4167,280.02,61,0,0.93,TR,clear sky
605,605,Tavda,58.0425,65.2726,273.16,99,100,3.12,RU,snow
607,607,Makat,47.6469,53.3463,269.94,82,97,5.46,KZ,overcast clouds
610,610,Atar,20.5169,-13.0499,288.19,38,98,5.73,MR,overcast clouds
611,611,Sibu,2.3,111.8167,297.15,100,40,0.51,MY,light rain
612,612,Hirara,24.8,125.2833,294.15,78,20,0.51,JP,few clouds
613,613,Viedma,-40.8135,-62.9967,290.93,68,100,0.45,AR,overcast clouds
614,614,Caravelas,-17.7125,-39.2481,298.72,86,100,4.59,BR,overcast clouds
617,617,Ancud,-41.8697,-73.8203,292.15,52,0,3.09,CL,clear sky
618,618,Sakyla,61.0333,22.3333,261.15,92,44,2.57,FI,scattered clouds
619,619,Rush,53.5223,-6.0931,278.71,81,75,8.75,IE,broken clouds
620,620,Karpogory,64.0019,44.4451,246.06,86,71,4.27,RU,broken clouds
621,621,Shenzhen,22.5455,114.0683,292.59,82,0,2.08,CN,clear sky
622,622,Springbok,-29.6643,17.8865,287.84,78,0,1.97,ZA,clear sky
623,623,Tilichiki,60.4667,166.1,264.27,88,100,7.91,RU,overcast clouds
624,624,Stykkisholmur,65.0757,-22.7297,270.4,89,12,4.86,IS,few clouds
625,625,Ahuimanu,21.4447,-157.8378,299.15,47,20,6.17,US,few clouds
626,626,Rafai,4.95,23.9167,291.92,27,0,2.04,CF,clear sky
627,627,La Asuncion,11.0333,-63.8628,297.78,82,100,6.29,VE,overcast clouds
628,628,Strezhevoy,60.7333,77.5889,274.15,93,90,6.0,RU,light intensity drizzle
629,629,Matinhos,-25.8175,-48.5428,289.82,94,98,4.92,BR,overcast clouds
630,630,Kodinsk,58.6881,99.1844,264.98,96,100,2.69,RU,light snow
631,631,Aksarayskiy,46.7924,48.0119,269.15,86,90,1.0,RU,light snow
633,633,Datong,40.0936,113.2914,267.39,82,0,2.39,CN,clear sky
634,634,Kirakira,-10.4544,161.9205,298.85,88,100,2.94,SB,overcast clouds
635,635,Vila,42.0304,-8.1588,276.48,87,43,1.53,PT,scattered clouds
637,637,Pudozh,61.8099,36.5345,261.22,95,100,3.22,RU,snow
638,638,Marzuq,14.4,46.4667,286.9,69,0,0.97,YE,clear sky
639,639,Pimentel,-6.8367,-79.9342,296.15,73,75,8.23,PE,broken clouds
640,640,Sioux Lookout,50.1001,-91.917,248.15,64,90,5.14,CA,snow
641,641,Mezen,65.8522,44.24,247.39,89,100,3.39,RU,overcast clouds
642,642,Chebsara,59.2002,38.8356,253.91,92,99,3.58,RU,overcast clouds
643,643,Yunhe,34.0833,119.7167,283.04,56,0,4.32,CN,clear sky
644,644,Vanavara,60.34,102.2797,261.13,95,100,4.31,RU,light snow
645,645,Klyuchevskiy,53.5317,119.4519,247.87,83,87,0.93,RU,overcast clouds
647,647,Sangar,63.9242,127.4739,235.41,79,21,3.2,RU,few clouds
648,648,Guiratinga,-16.3494,-53.7583,296.21,79,100,1.53,BR,overcast clouds
649,649,Illapel,-31.6308,-71.1653,290.96,63,0,0.8,CL,clear sky
650,650,Chita,52.0333,113.55,247.15,76,9,0.73,RU,clear sky
651,651,Darab,28.7519,54.5444,283.95,53,40,1.44,IR,scattered clouds
652,652,Mount Isa,-20.7333,139.5,298.15,94,90,4.12,AU,light rain
653,653,Flinders,-34.5833,150.8552,299.82,61,13,1.34,AU,few clouds
654,654,Parrita,9.5201,-84.3225,297.15,68,20,4.12,CR,few clouds
655,655,Mecca,21.4267,39.8261,291.28,59,0,2.5,SA,clear sky
656,656,Cham,49.245,12.6825,275.93,90,80,0.89,DE,broken clouds
657,657,Urucara,-2.5364,-57.76,297.86,93,63,1.29,BR,broken clouds
658,658,Harper,4.375,-7.7169,299.35,88,0,4.01,LR,clear sky
659,659,Abu Dhabi,24.4667,54.3667,292.15,52,0,3.09,AE,clear sky
661,661,Kurilsk,45.2333,147.8833,264.77,89,100,5.75,RU,overcast clouds
662,662,Witu,-2.3889,40.4382,299.15,78,1,2.06,KE,clear sky
663,663,Zhuhai,22.2769,113.5678,294.15,94,0,3.09,CN,clear sky
664,664,Peredovaya,44.1172,41.4756,274.56,88,100,0.88,RU,snow
665,665,Bayan,46.0833,127.4,251.79,89,96,1.65,CN,overcast clouds
666,666,Ibotirama,-12.1853,-43.2206,295.7,89,100,0.38,BR,overcast clouds
667,667,Indiana,40.0003,-86.2503,267.04,73,1,1.54,US,clear sky
668,668,Nabire,-3.3667,135.4833,299.67,75,100,0.19,ID,overcast clouds
669,669,Praia,14.9215,-23.5087,293.15,64,75,9.26,CV,broken clouds
670,670,Mayo,38.8876,-76.5119,279.15,61,1,2.06,US,clear sky
671,671,Wexford,52.3342,-6.4575,278.15,94,31,6.12,IE,scattered clouds
672,672,Bjornevatn,69.6672,29.9847,269.15,80,75,10.8,NO,light snow
674,674,Ibra,22.6906,58.5334,282.35,81,0,0.4,OM,clear sky
675,675,Tabuk,17.4189,121.4443,297.92,79,7,1.08,PH,clear sky
676,676,Owensboro,37.7742,-87.1133,275.15,64,90,2.57,US,overcast clouds
677,677,Sakakah,29.9697,40.2064,281.15,66,0,5.14,SA,clear sky
678,678,Sao Miguel Do Araguaia,-13.275,-50.1628,295.55,97,100,3.48,BR,overcast clouds
679,679,Deputatskiy,69.3,139.9,236.79,83,28,0.68,RU,scattered clouds
680,680,Mazurivka,49.2745,24.2123,265.15,86,0,5.0,UA,light snow
682,682,San Joaquin,37.9333,-121.3011,292.15,42,1,1.54,US,clear sky
683,683,Dehui,44.5333,125.7,254.15,71,20,1.0,CN,mist
684,684,Vestmannaeyjar,63.4427,-20.2734,277.14,72,0,12.35,IS,clear sky
685,685,Shu,43.5983,73.7614,276.13,93,100,4.05,KZ,overcast clouds
687,687,Den Helder,52.9599,4.7593,273.15,69,90,14.92,NL,overcast clouds
688,688,Monrovia,6.3005,-10.7969,297.15,100,20,3.32,LR,few clouds
689,689,Ardakan,32.31,54.0175,282.15,46,0,2.06,IR,clear sky
690,690,Nyazepetrovsk,56.0531,59.6028,255.26,90,100,8.17,RU,overcast clouds
692,692,Brookings,44.3114,-96.7984,253.71,65,1,5.14,US,clear sky
693,693,Amapa,1.0,-52.0,296.22,97,100,1.07,BR,overcast clouds
694,694,Novikovo,51.1537,37.8879,256.76,90,39,4.71,RU,scattered clouds
695,695,Havoysund,70.9963,24.6622,270.57,94,100,10.0,NO,light snow
696,696,Lowestoft,52.4752,1.7516,276.48,92,100,3.58,GB,overcast clouds
697,697,Broken Hill,-31.95,141.4333,293.15,60,40,8.23,AU,scattered clouds
698,698,Gondanglegi,-7.7479,112.0132,299.97,81,32,4.01,ID,scattered clouds
699,699,Warwick,41.7001,-71.4162,276.15,44,75,5.14,US,broken clouds
700,700,Balkhash,46.843999999999994,74.9804,274.73,88,100,9.43,KZ,overcast clouds
701,701,Santiago Del Estero,-27.7951,-64.2615,299.82,47,0,3.58,AR,clear sky
702,702,Polovinnoye,54.7914,65.9864,264.64,95,100,9.23,RU,overcast clouds
703,703,Mao,39.8885,4.2658,286.15,88,40,5.14,ES,scattered clouds
704,704,Batemans Bay,-35.7167,150.1833,296.48,70,44,1.79,AU,scattered clouds
705,705,Bam,29.105999999999998,58.357,285.02,33,0,3.74,IR,clear sky
706,706,Lilongwe,-13.9669,33.7873,292.94,82,100,0.79,MW,overcast clouds
708,708,Nouadhibou,20.930999999999997,-17.0347,289.15,72,0,7.72,MR,clear sky
709,709,Chicama,-7.8447,-79.1469,296.36,66,100,3.58,PE,overcast clouds
710,710,Port Hawkesbury,45.6169,-61.3485,274.15,69,90,7.2,CA,overcast clouds
711,711,Soyo,-6.1349,12.3689,299.63,85,100,3.7,AO,overcast clouds
